Sentence,VADER_neg,VADER_neu,VADER_pos,VADER_compound,VADER_Sentiment
M,0,0,0,0,Neutral
"These few days , many people are less interested in Mat Kilau shown on netflix & comment about the movie . ",0,0.876,0.124,0.3415,Positive
There is very little history in Mat Kilau . So don't expect too much . There are many facts that are wrong with the movie . I want to watch when I'm bored,0.16,0.8,0.04,-0.5994,Negative
People complain about the Mat Kilau camera shaking is suitable for Malays . . . . I mean you guys are right . But the story aduhhh this is my second movie where I ended up standing up swearing in front of the TV after Bukit,0.135,0.865,0,-0.5574,Negative
He's the guy playing,0,0.625,0.375,0.2023,Positive
"1 . Cringe script 2 . Special Moves mini reunion 3 . Naively narrated 4 . Although the name of the movie is Mat Kilau , from the movie alone , how much did we get to know Mat Kilau? Imo , Beto*s character was more dominant 5 . The sound effect of the fighting scene is extreme , losing the guitar",0.132,0.818,0.05,-0.5267,Negative
"mention this Mat Kilau . . . . he's a great actor I know who's playing but when you watch this movie , from the beginning haha~ line up",0,0.835,0.165,0.4497,Positive
"Hahah , I said this Mat Kilau was inspired by the movie wong feihung because the sound effect is like Chinese martial art",0,0.769,0.231,0.6908,Positive
"Matt movie is not the best , save money , I don't watch the movie with the action scene , the camera man is shaking , the shooting is martial arts too",0.243,0.757,0,-0.7715,Negative
"Not going to even bother watching Mat Kilau . The decline of the Malaysian movie industry is as clear as day . We have stopped learning , stopped innovating , stopped trying . We have the best neighbors (eg . Indo , Thailand) to learn from , but no , we reward",0.166,0.657,0.177,0.5574,Positive
The raid is an Indonesian film . . the director of captain america only admitted that his fighting scene was inspired by the raid . . even samuel l jackson said that the raid was his all time favorite movie . . this is a Mat Kilau finish you set with the raid,0.049,0.802,0.149,0.6249,Positive
"Special Moves series PASCAL Police Evo Mat Kilau Everyone has their own class Maybe we don't know how many children of Watan whose exposure to police/soldiers/heroes came from this movie For me , this is more important than debating the cinematography issue",0,0.891,0.109,0.5849,Positive
You look at the movie and it doesn't Mat Kilau,0,1,0,0,Neutral
Forget about other people's art . . the way I give my opinion can be accepted with the highest Mat Kilau film sales in Malaysia so far,0.073,0.846,0.081,0.0516,Positive
"Can y'all please STFU about reviewing Mat Kilau? If you like it , great . If you don't , it's alright . Everyone has their own taste when watching movies or TV shows . But if y'all make shit up just to fight over a MOVIE , go fuck yourself and touch some grass",0.239,0.663,0.099,-0.8878,Negative
"Actually , I want to rate the Mat Kilau low because I can yawn throughout the story . It rarely happens . But because people buy movie tickets , so I end up rate is high , saying it's good but not the best",0.142,0.742,0.116,-0.2737,Negative
"I don't know why watching a movie can tell people's IQ . If you think Mat Kilau is not the best , just say it's not the best , it's not your taste . But if you want to judge the IQ of the person who watched it based on 1 movie , he said it was the best",0.155,0.819,0.025,-0.8161,Negative
I love all these reviews about Mat Kilau on FB that movie is just,0,0.741,0.259,0.6369,Positive
"Mat Kilau is really bad but ITS devil worshipers are different bro , so sorry we have better",0.368,0.417,0.215,-0.6606,Negative
"Sorry i can't give my review for Mat Kilau yet , because the one that is on Netflix rn is just a 2-hour long epic movie trailer . . I believe the actual movie will be released",0.042,0.958,0,-0.0772,Negative
"Look , this movie is supposed to unite the Malays , this is dividing the Malays even more",0,1,0,0,Neutral
A lot of people have arrived,0,1,0,0,Neutral
Mat kilau is a normal movie for me . But it's not too bad . The earnings of this film can reach 90 million . But you don't need to be the smartest to criticize . You record a selfie video of yourself pom shaking . I want to criticize,0.159,0.628,0.213,0.4633,Positive
Finally being able to watch Mat Kilau after Netflix broadcast it starting yesterday . In my honest opinion even though got a lot of things to improve it's still a great,0,0.708,0.292,0.8834,Positive
"Mat kilau is a movie to watch once , not repeat many times . But this movie is not very bad like the netizens criticize . No need to comment badly to criticize people who don't care about your tweet . You don't know the pom who hates that",0.375,0.561,0.064,-0.9634,Negative
"I hope to be able to see Mat Kilau's character live , what kind of personality he has . his conversational style . what I understand is only philosophy . The script of the movie and the character of Mat Kilau is not",0,0.925,0.075,0.4404,Positive
"When Mat Kilau comes out on neflix , movie critics come out and comment like this , Air Force hasn't yet had a story on neflix , ghisau is turned away by the soldiers who comment later . Guys , to produce a movie requires mental and physical sacrifice from each member",0.046,0.901,0.052,0.0772,Positive
"Why is Mat Kilau's time in movies mostly rated 8/10 , 9/10 , 100/10 . . But when it's on Netflix , people rate 2/10 , -3/10?? Ready to finish one movie in 3 days . Just plan to see it tomorrow",0,0.901,0.099,0.5588,Positive
Kakakakaka mende lah bekap movie mat,0,1,0,0,Neutral
The name of the movie is not diary mat kilau and friends . Don't show that stupidity on social media . Shy,0.082,0.694,0.225,0.5432,Positive
"That means neutral , you're not Malay , and you don't know Mat Kilau . Character development in the story is very low . There is indeed a messy plot , for example Awang , the motive behind the creation of the role of Awang is not clear . Wanted to turn it into a drama in a movie , but it didn't happen . From the beginning to",0.085,0.889,0.026,-0.3587,Negative
"It's ok , I'll look at this Mat Kilau story . What are you so fussy about? But for me it's not a big impact to have a movie",0,0.938,0.062,0.1531,Positive
That's why many uncertified movie reviewers were born after the luster,0,1,0,0,Neutral
"I will indeed compare it to Merong Mahawangsa because that movie is the best despite having a movie years ago . the ending is also satisfied , not messy . There is no conclusion to this Mat Kilau . It looks very rushed , like you MUST make a movie below 2",0.042,0.73,0.228,0.8654,Positive
What's the fuss about the Mat Kilau movie btw? Everything is bad . N the lack of extras in each scene just shows that the movie is bad . Really,0.279,0.721,0,-0.8519,Negative
"If I'm not mistaken , when Mat Kilau came out of the cinema , everyone like , 'it's good' , 'great movies' and whatever . And then Netflix came out , everyone gave bad reviews? What",0.087,0.623,0.289,0.797,Positive
Mat Kilau is one of those movies that you love watching the first time and would absolutely hate watching it the second time,0.137,0.719,0.144,0.0534,Positive
"Have you ever seen the IP story? How is he against 10 people? But those who attack him are not all at once . Just like this Mat Kilau story . It's called a story . If you want to be logical , you just read history . No need to look",0.135,0.778,0.087,-0.5588,Negative
"Just looked at the Mat Kilau . It's like watching Isley's Malay speech . The battle scene is dizzying , the camera moves faster than silat . This is the best taste of the movie",0.07,0.751,0.18,0.6249,Positive
tl today all discuss issues,0,1,0,0,Neutral
Is Mat Kilau really that bad of a movie? (Seriously,0.321,0.679,0,-0.5829,Negative
I only watched the first 5 minutes of mat kilau to already know what's the rest of the movie gonna be like . And it's not what I expected at all based on the sales it made when it arrived,0,0.933,0.067,0.3612,Positive
"If you want to give your opinion , you don't want to quote Malay , you can put a polite comment , comment with manners , it's ready to mention a movie for people with a low IQ , how can you lose your manners just by watching the movie Mat Kilau? Watch out today , everyone is trying hard to be the Zhafvlog",0.103,0.813,0.085,-0.2732,Negative
"Mf be like Mat Kilau is a 3/10 and compare it to IP Man when the Malaysian movie track record is Evolusi KL Drift , Impak Maksima and Bini-Biniku",0,0.912,0.088,0.3612,Positive
"What's the case with people raging about Mat Kilau? Relax . Like is subjective . Some like it some don't . It's okay to back up too much or curse too much . To me , can be 1 of my favorite patriotic movies besides Bukit Kepong & Lieutenant",0.157,0.643,0.2,0.3257,Positive
"None , we watch Mat Kilau and other action/horror",0,1,0,0,Neutral
"comment a little bit about the Mat Kilau film movie . there is something more like him tering everything , turning away",0,0.866,0.134,0.4201,Positive
"Since Mat Kilau has been on netflix , many people have made reviews . . it's like I collected tens of millions , but reviews like this movie are almost too much . . I'm waiting for Air Force to come on netflix , I want to read a review , is there anyone who agrees with it?",0,0.833,0.167,0.7684,Positive
I think people are expressing their disappointment on mat kilau because we rarely get a biopic movie about national heroes . Last time was lieutenant Adnan? Decades later it just got a Mat Kilau (correct me if im wrong) so they expect something wow in,0.068,0.785,0.147,0.5859,Positive
"Done watching the most viral and hype movie ever this year , Mat Kilau . Although it was super cringe but not bad for an Asian producer . I would rate",0,0.801,0.199,0.7371,Positive
there's no end to the Mat Kilaur of Mat Kilau . Those people are already rich . wait . watch the movie . haha . What are you talking about on Twitter?,0.067,0.732,0.201,0.6597,Positive
1 month ago we have supporters who went absolute total blind die hard support on Mat Kilau as if that was the best Malaysian movie ever . Now we have detractors who criticize the movie frame by frame like it's total,0.197,0.575,0.228,0.4019,Positive
"Mat Kilau is a movie . But netizens who are so sarcastic can't be criticized . There are critics like it should depict 101% of history , which doesn't make sense because the movie is made to appeal to the most segment",0.135,0.737,0.128,-0.0796,Negative
"Uwow just realized there's a lot of prejudices on Mat Kilau movie . From the historical aspects of the movie , I think there is not much to be learned as this is not a biography . But to say the movie is for ""Malays with low IQ"" is too",0.098,0.902,0,-0.5499,Negative
"Where are you? I don't like all movies . But before this Mat Kilau movie started , someone wrote to tell me that this movie is just fiction . Not round and round follow . Some have also been changed . That's what he meant . You're not focused , you want to talk to me . That's a lot to see",0.104,0.896,0,-0.5667,Negative
"Just finished watching Mat Kilau . It's an enjoyable movie . Despite its flaws , weakness and overuse of fast action shots . ",0,0.765,0.235,0.6407,Positive
"Already watched Mat Kilau . How to say? I can only give around 1 out of 5 stars . There are so many weaknesses . If you don't want to get ready to relax , fill in the space or give it to the kids , that's it . But not recommended at all for action movies/dramas & history lovers . I like action genre and history",0.076,0.745,0.179,0.8254,Positive
"Malay klu in the chat section condemned person no . 1 . Hg tgk movie not documentary . He has already made a disclaimer . He has a movie he likes . It's not based on the true story of the last two blackhawkdowns , the west didn't win apo . Suh barat has a hero to make a new Mat Kilau comparable to your taste",0.125,0.734,0.141,0.2565,Positive
"what you should be angry about is how shitty the movie was made based on the legendary mat kilau . flawed dialogue , cinematography kl",0.247,0.753,0,-0.7845,Negative
Defo not . i don't watch movies much and Mat Kilau is really fine,0,0.84,0.16,0.2716,Positive
"For me , the luster is normal and I don't have a problem with you being the best because other people have different tastes . But I don't understand that the movie has been in theaters for a long time , ready to collect 100 , 000 , and now people want to criticize it . When it's airing , there's no fuss like this",0.095,0.719,0.186,0.6097,Positive
not surprised to see mat kilau getting low ratings from people . i've said it before that the pacing was so off and the dialogue sounds pretentious in every way . you can make a patriotic/historical movie without it being as messy as it is,0.138,0.862,0,-0.6447,Negative
"Thank you for your review . But you know how the effort to make the old historical to become a movie? That is not easy to satisfy everyone , but for me Mat Kilau is the best Malay movie that we can watch to remember the services of our heroes",0.105,0.696,0.199,0.7698,Positive
"Akhi , we want to be alerted , follow Al-Kuliyyah TV3 . It's more appropriate in a knowledge ceremony like that from the movie Mat Kilau This is my advice for you , brother . Don't have a few verses of the Quran in the movie , I was shocked . That's called lack of soul filling",0.089,0.837,0.074,-0.2023,Negative
"Actually , if you want to criticize Mat Kilau or like Mat Kilau , it's okay . What movie is wrong?",0.234,0.533,0.234,-0.25,Negative
"What am I talking about? Do you watch movies like this , do you have an artistic soul? Since when can a movie with an artistic soul make money? If there aren't many rich art people It's either They make it fun or They ride the sentiment . Mat Kilau is the",0.054,0.829,0.117,0.5293,Positive
"I always tell people who haven't seen Mat Kilau , if you want to see the film version of Perhimpunan Agong UMNO . . . Watch the film . It's a bad movie . The positive from the movie , Beto",0.094,0.775,0.131,0.1027,Positive
"true! many discussions in terms of expanding knowledge in history this what historical movies should be , endless discussion . Independence does not happen without discussions . mat kilau is more like promoting culture w history but history is more",0,0.847,0.153,0.6095,Positive
"Just watched MAT KILAU in netflix . It was a nice movie to watch and get to learn who you are , where are you coming from , where should you stand and why Mat Kilau wanted to save the land so badly , there is a lyrics stated in Negaraku . 4 . 5 cause the ending . . finished",0.071,0.822,0.107,0.252,Positive
"Okay , it's everyone's opinion about the Mat Kilau finish , but if",0,0.873,0.127,0.1154,Positive
Finally watched Mat Kilau on Netflix . Let's just say I'm very glad I watched it and wasn't swayed by the reviews from back home . Not to mention the scandal surrounding the movie that had nothing to do with,0.07,0.85,0.08,0.101,Positive
"When people bring up the issue of Mat Kilau , they just noticed why this year not many people share the independence video for Malaysia Day . There is only one . I always see two or three shorts",0.053,0.947,0,-0.2235,Negative
I rather watch Ratsasan (Tamil movie) for the 6th time than watch Mat Kilau for the 2nd,0,1,0,0,Neutral
First 10 mins of Mat Kilau is making me how'd,0,1,0,0,Neutral
"Since yesterday Mat Kilau started showing on Netflix , it seems that there are more and more negative reviews lol . yes that movie is such a meh . People were not exaggerating tho about the shaky camera . Character development almost none , and the story ends with the climax , no",0.173,0.697,0.13,-0.3346,Negative
"After months of people talking about the movie Mat Kilau ritu , today I can only watch it after going to Netflix . I rarely go to the movies later for sure",0,0.922,0.078,0.3182,Positive
"I'm the only one who doesn't watch the Mat Kilau drama/movie at the cinema . And even when it's free on Netflix , it still doesn't work",0,0.879,0.121,0.5106,Positive
Matt,0,1,0,0,Neutral
"Those who don't like watching Mat Kilau movies are welcome . . It's up to each other . . . But I'm ready to stamp people who like to watch that story as ""low IQ"" that's more than enough . . . . . Lek2 dahlew…",0.159,0.719,0.122,-0.1581,Negative
Mat Kilau is a,0,1,0,0,Neutral
Is the Mat Kilau movie good? It's a movie . Has a specific appeal . Triggers some specific feelings . Doesn't really leave a lasting impression . Not the actors nor crew's fault . The producer and director just have a specific mission . Was never meant to be,0,0.801,0.199,0.7708,Positive
"I also think mat kilau should make a telemovie or movie close to ASTRO first , seriously overrated . For me brother syamsul should've done a lot better than",0.064,0.827,0.109,0.296,Positive
"I admit that mat kilau only has 6-7 over 10 storylines . But the acting and effort to produce such a movie is a power , it can cover up the weaknesses of this story . A lot of people just watch it on netflix for",0.078,0.888,0.034,-0.431,Negative
"Mat Kilau , good movie if you're watching it for the",0,0.756,0.244,0.4404,Positive
tiber so many dislikes,0.498,0.502,0,-0.4549,Negative
tiber so many dislike for Mat Kilau,0.324,0.676,0,-0.4364,Negative
"Personally , I really don't like the movie directed by Yusoff's son because I've seen it once on TV , Munafik . Hahahaha so when this Mat Kilau comes out , I'm skeptical when people say it's crazy . The timeline is full of words , it's not the best when it's on Netflix . Fortunately , I didn't run out of money",0.176,0.824,0,-0.8575,Negative
"Don't compare it with foreign movies , local movies too , sergeant hassan , even paskal . There is the same element of patriotic spirit without the cringe dialogue & messy plot . But Mat Kilau is still crazy , just because it's Malaysian . Try to turn off the hype & watch it with a neutral feeling . Still",0.092,0.85,0.059,-0.4118,Negative
"People see Mat Kilau near the cinema because of the hype from people who say it's the best . . . I went to the movies with my sister , I also watched . Wtf , not even worth the hype . Just an average movie with horrible fighting scenes",0.222,0.697,0.081,-0.7404,Negative
"Sooo Mat Kilau is it that bad? I read that some people turn off the TV , change to another movie after 10 , 20",0.143,0.857,0,-0.5423,Negative
Who is the famous movie critic in Malaysia who dares to promote that Mat Kilau? Now I really doubt his credibility . What the hell do you think this is a crazy solid story? You have no taste,0.31,0.6,0.09,-0.8821,Negative
I just feel like watching a movie,0,0.615,0.385,0.3612,Positive
After watching it on netflix . . for me this movie is overrated . . air force movie again,0,1,0,0,Neutral
"Thanks Netflix for showing the movie Mat Kilau . . with all the hype goin on , our family excited with this movie when it released . . we watched yesterday the whole family , and after 30 minutes of the movie , my mom literally zzzz . . . . it shows what…… (fill in the",0,0.892,0.108,0.6486,Positive
the sentence . . . will you see elvis next week? until I can't see it like this . . . wait for the movie to appear on hotstar or netflix last2 mat kilau appear on netflix,0.067,0.891,0.041,-0.2047,Negative
Translating,0,1,0,0,Neutral
Last night I watched Mat Kilau on Netflix hmmm I still don't understand why people talk about that movie,0,1,0,0,Neutral
You don't like the idea of a comedian taking her veil off to make a joke? Don't watch the video . You dont like an ethnonationalist Shamsul Yusof movie? Don't watch Mat Kilau . Spare yourself the unnecessary stress that you're putting your body,0.156,0.742,0.102,-0.3777,Negative
Also why do I think Fattah Amin's acting in Mat Kilau is better than everyone else especially Mat Kilau himself . One expression is the whole,0,0.888,0.112,0.4404,Positive
"Instead of making a Mat Kilau , it's better to make a movie for other characters , such as tok elephant to tok beard to dato maharajalela to . . directors in Malaysia don't be lazy",0,0.848,0.152,0.6136,Positive
"I don't like people on Twitter who ""after 10 minutes open the Mat Kilau near netflix , it closes immediately"" I don't know what is your intention to say that . Then add on , ""it's suitable for Malays"" Haah , you're really distracted watching all the movies . The story is old , people are hyped",0.093,0.907,0,-0.5863,Negative
Day 509 since the making of FOTD: Currently watching Mat Kilau (again) over on netflix . . and yeah it's no wonder peeps don't vibe with it . It's a mess . It'd be a good movie if it actually resonated with the people but as you see . . . there are some that,0.069,0.859,0.073,0.0516,Positive
Malay but,0,1,0,0,Neutral
"People say that Mat Kilau stories are adaptations , if you want facts , you should read history books . but now his issue is not just historical fact , but plot , character development , cinematography . one more thing , not because there is high expectation , but this movie is just like this",0,0.911,0.089,0.5267,Positive
"Finally got to watch Mat Kilau via netflix . Well , I must say good movie for a Malay historical genre n of coz the star studded cast . Didn't know tis Mat Kilau is",0,0.844,0.156,0.6124,Positive
"After watching the scene against Mat Kilau , I conclude that only deep people can accept the story from this alarming POV . I just want to relax and watch more movies",0.05,0.74,0.21,0.634,Positive
"RM55 per month for example . Divide by how many movies and dramas there are . Plus , don't you want to face Mat Kilau every day? It's true that the souls of Malay warriors will die later . ",0.128,0.802,0.07,-0.323,Negative
who doesn't like to watch movies mat kilau must jump the school fence during subject time,0.123,0.877,0,-0.2755,Negative
"Tolak tepi mat kilau best ka not best . . . but all this mat kilau tweets making mat kilau trending again on twitter timeline . The marketing team is shocked . You're the best , you're not the best , finally the name of the Mat Kilau movie is viral and trending as well . Mat Kilau 1 - Netizens",0.044,0.668,0.289,0.9552,Positive
Up back Mat Kilau's tweet since Netflix came out . You can enter the history of this movie . The success,0,0.829,0.171,0.5719,Positive
I think my comment is good . That's also insulting Have faith in,0.189,0.473,0.337,0.3612,Positive
"This film is Mat Kilau , I think I'm so busy swearing at the British that I don't notice what people are criticizing . But his camera",0.139,0.861,0,-0.3376,Negative
Agreed . There are woke Malays who just hate anything about the Malays . And nowadays it's woke to insult the Malay movies esp . mega box office movie Mat Kilau . Perhaps,0.199,0.741,0.06,-0.7096,Negative
What's the point of arguing about Mat Kilau for months without end . You're not the one who turned into a stunt instead of fattah amin fighting in that movie,0.175,0.825,0,-0.6705,Negative
"You are fighting about Mat Kilau film . From the historical plot to the fictional movie plot . What do you get? If you think criticism is constructive and destructive , I would say your fight is just a plus point for marketing . That's why he brought in the premiere",0.226,0.774,0,-0.9001,Negative
"You are fighting about Mat Kilau film . From the historical plot to the fictional movie plot . What do you get? If you think criticism is constructive and destructive , I would say your fight is just a plus point for marketing . That's why during the premiere he was transported into the movie",0.211,0.789,0,-0.9001,Negative
It's bad that the luster got stuck hahaha luckily I never felt like watching it from the start . A movie that only caters the Malays indeed if you watch this movie for sure I'd leave my ass after 10 mins into the,0.23,0.598,0.172,-0.2755,Negative
Showing Mat Kilau on Netflix has become the movie to show to a large number of people/relatives who came to your home so you don't have to interact with,0,0.954,0.046,0.0772,Positive
"Just need to add on how it is . The note that was given to the villagers for taxation , ends with ""God save the queen"" . During 1892 ""mat kilau movie setting"" the ruler of England was King George V . Small details Mat Kilaur's",0,0.88,0.12,0.6486,Positive
I don't know why people don't like Mat Kilau? The movie is so good and the fact the movie is based on truth,0.078,0.7,0.223,0.6035,Positive
"Many cytros give bad reviews about Mat Kilau , or Mat Kilau movies that don't meet other people's tastes and expectations to me , mat kilau is a very good movie want to say five stars , no , four stars already",0.131,0.759,0.109,-0.2366,Negative
"This mat kilau story focuses on the character development of the mat kilau friends the camera does not shake , who said shake , is a liar , the camera has a lot of close ups to martial arts techniques , and the action is fast but can still be captured and understood no problem with audio",0.146,0.775,0.079,-0.7124,Negative
I watched mat kilau yesterday on netflix . As expected . Hence I rarely watch Malay movies,0,1,0,0,Neutral
Actually Syamsul already admitted some mistakes in the movie Mat Kilau in his press conference . And he didn't expect the net worth will,0.097,0.775,0.128,-0.0516,Negative
"Yesterday I watched the movie Mat Kilau with my family . I'm just my wife , I skip making coffee , playing games aha . Bored! It's good that I wasn't fooled by the movie ""review"" from twidder . Remember the last Malay movie I saw at the cinema , Mimpi Dilaila . . ughh how stupid was that",0.101,0.768,0.131,0.1719,Positive
"movie mat kilau time stamped 1:48:51 , when kilau got a sword , what did he do to rest , because Wahid was the opponent",0,1,0,0,Neutral
what does liking Mat Kilau have to do with getting it back? Even the movie is relaxing . A lot of people hesitate when watching LGBT movies because they are afraid of reality . but Mat Kilau film itself also wants to relate to reality . its just a fvcking movie . ,0.032,0.887,0.081,0.34,Positive
remind cite biography . even though there is absolutely no mention of the main character . well put the title of the movie 'Ini Tanah Kami' . not 'Mat Kilau' . Awang's character stands out from the characters,0.068,0.874,0.057,-0.101,Negative
"Mat Kilau cinematography and its continuity could be a lot , A LOT better . The script and wording doesn't really scream quality movie . Limited character development . I mean . . I enjoyed Ejen Ali the Movie much more than",0.049,0.726,0.225,0.7766,Positive
"Naturally , it's a blockbuster movie . Imagine a Mat Kilau film only 100k people watched . Maybe 1-10% don't like it , haters . We think many people like this movie because only 1-10k say it's boring/trash . But if 6 million people watch it . This movie has already 600k words",0.067,0.841,0.092,0.2856,Positive
"First of all , I think your IQ is very high , syamsul use one ""character"" to raise the religion of Islam and don't forget Mat Kilau is a person who is fluent in tassawur , that's why syamsul included the element of ""SPEECH"" in this movie . This movie is in Malay , it can be wrong",0.058,0.911,0.031,-0.3472,Negative
The ones who comment & review like turning away from the taste of movie directors with the hope that Mat Kilau is in line with the films that can enter the Oscars . . . phuuiii That's how the man who supposedly has everything in his head is the greatest on social media . I don't know if I saw the teaser,0.032,0.815,0.153,0.8225,Positive
Even the movie article wants to fight . It's sad to see Malays like this . Why didn't the British say Malays should unite . Even the movie article,0.183,0.737,0.08,-0.4939,Negative
"Haha . . many comments -ve been watching mat kilau @ netflix . I like it btw . I rarely watch Malay movies , to be exact . Syamsul knows his crowd . He knows how to tackle them . That's why his movie is rare x million² . Ppl will have diff",0,0.874,0.126,0.6705,Positive
"Had to watch Air Force the movie and the visuals were so bad! Still dizzy . . the story for me is best based on Malaysia has a film industry , the same goes to Mat Kilau . . well no Mat Kilaur what we can't compare our local films with films from other countries . Malaysia is fine",0.145,0.727,0.128,-0.261,Negative
Not finished with this Mat Kilau article? Change the topic . I still can't understand why the movie Thor - Love and Thunder can't go to the cinema,0,0.851,0.149,0.6369,Positive
I would also like to evaluate the Mat Kilau movie . But later . Come on,0,0.873,0.127,0.1901,Positive
"there are hundreds who disagree with you . If you don't like it , fine . Is it necessary to put others' preference down? People harp on Parasite & make comparison Parasite vs Mat Kilau . Heck . I fast forwarded the movie to the ending cos it bored me . Did I make fun of the Academy?",0.156,0.785,0.059,-0.5365,Negative
"hahahha but it's really Mat Kilau and not the best , if you want to mess around in the middle of a movie",0.286,0.661,0.053,-0.8101,Negative
"All people have different genes , so movie preferences may vary . IMO , the film Mat Kilau is not at the level of a trash film so Zhaf does not swear . Most of the films criticized by Zhaf seem to the eyes of ordinary viewers to say that the film is level",0.049,0.928,0.023,-0.3296,Negative
"Can withstand the bad review of Mat Kilau . I didn't see it . Shuk saw yesterday . But I came out of the room and asked him what movie he was watching because I heard howling screams and felt nervous . I was like ""What movie is that? It sounds like chaos . I have to scream even if I want to talk",0.235,0.65,0.115,-0.8537,Negative
"Tonight I want to have a movie night with Fitrie to watch the Mat Kilau . just look at the doc dang , ",0,0.933,0.067,0.0772,Positive
So if you look at Mat Kilau near netflix,0,1,0,0,Neutral
"From the beginning when I watched Mat Kilau , I said that the story was not the best . There are so many over scenes that it becomes clingy . The best Malay movie is Knife",0.188,0.812,0,-0.7741,Negative
Perhaps prev good and critical movies are not associated with him because he does not promote the film too much like how he promotes Mat,0.139,0.62,0.242,0.5132,Positive
"What he is not satisfied with is actually when actual good and critical movies don't get a response and he attributes it to the reason for the good rating at Mat Kilau . this is just a Mat Kilaur of opinion , open for debate and",0.096,0.785,0.12,0.2887,Positive
This Inspector Lim is from the time of the movie lieutenant adnan until the movie matt kilau he side,0,1,0,0,Neutral
"The queen died between Aug . 31 and Sept . 16 , two very important dates for Malaysian nationalism , in a country still debating its independence narrative and colonial history . Just recently , an anti-British colonial era movie 'Mat Kilau' made over 100m ringgit in the",0.081,0.873,0.047,-0.3626,Negative
"It's okay , I looked at the Mat Kilau , the empty one turned away from history . . the movie critics turned away , what's the Mat Kilaur . Just enjoy it . Woke indeterminate",0.121,0.725,0.154,0.2732,Positive
"Citer Mat Kilau is really bad . Script , plot , acting , all levels of the theater club at uni . I don't immediately feel sad or angry when I see a scene . Even the martial arts fight scene looks like Wing Chun . Anyone who thinks this movie is the best should not give an opinion about any movie",0.149,0.708,0.142,-0.1126,Negative
"MAT KILAU im not condemning but my view of that movie , 2 . 5/5 stars . . so many elements are wrong . I don't see it myself . . the author is more netizens",0.138,0.862,0,-0.631,Negative
"I think Mat Kilau is just a normal movie . Turn off the cameraman , he has severe Parkinson's",0.157,0.843,0,-0.3818,Negative
"You don't care , the movie is understandable and respected . Heck , I've even criticized the Mat Kilau movie . But with endless sentences ""it's suitable for Malays"" why? Are you not Malay? Are you saying you're not like most Malays?",0.157,0.765,0.078,-0.5297,Negative
"I love to cry when I watch a movie , 5 minutes",0.252,0.407,0.341,0.2732,Positive
Mat Kilau has many shortcomings in his storyline . His dialogue and acting are also amazing . But right timing when many are thirsty for this kind of movie - the strongest impact is on the kids - to inculcate the feeling of,0,0.818,0.182,0.7906,Positive
"They are using Mat Kilau's name for the movie , he's the main character , so I think the least they could do is add in a little bit of history to show that he's ""Mat Kilau"" . I'm not talking about 100% history , but at least I think there should be a distinctive scene based on",0,1,0,0,Neutral
"not blaming yall for saying Mat Kilau movie is bad , but why tf some of yall gotta make fun of SyamsulYusof and hate him for no reason?? mad respect cuz he put a lot of effort in the movie and he didnt even hurt yall , chill tf out yall need to",0.208,0.593,0.199,-0.1734,Negative
"Mat Kilau said the sound of poetry Disney stories sing and sing To me , the movie is ordinary , more like propaganda . But mat saleh's story is also a lot of propaganda . So that's normal . What's not normal is that the camera works like a fly , flying",0.091,0.798,0.111,0.2568,Positive
"Movie Mat Mat Kilau is easy to understand and digest . Direct to the point . . I think the presentation is important . . if you want to understand this history you have to be relaxed . if you are serious , people will run away and not want to see",0.026,0.763,0.211,0.802,Positive
"Grant , I think that if you want to promote it as one of the movies that promote martial arts and the Malay psyche , then that would be appropriate . Even Bunohan is more appropriate than Mat Kilau for me even though it's not really an action movie , but more like it",0,0.812,0.188,0.8014,Positive
"Syamsul Yusof doesn't even want to make a good movie . But he wants to make a movie that exploits this theme . Gangsterism (KL Gangster) , Witchcraft & Dark Arts (Hypocrisy) , Malay history (Mat",0.131,0.808,0.061,-0.3096,Negative
"Done watching mat glitter on netflix . Why netflix because there is a small child , it is not suitable to take to the cinema . Mat Kilau review: Everything is ok , the story line (must be based on a true story right) , the color of the movie is ok . But , there are some",0,0.9,0.1,0.4767,Positive
"Okay , I've seen Mat Kilau on Netflix . Basically it's a movie for boys . The simple one",0,0.881,0.119,0.2263,Positive
Mat Kilau movie,0,1,0,0,Neutral
"Our people are indeed toxic (liver problems) . Give a comment Mat Kilau , it's the first time to do it . It's not like this is his 100th historical movie . Each comment is like an expert in movies . For constructive comments . Relax-relax",0.102,0.898,0,-0.4973,Negative
Mat Kilau is good actually . Mat salleh has a lot more movies except the one,0,0.818,0.182,0.4404,Positive
"How many months has it been since the movie came out last month , now it's on neflix . ",0,1,0,0,Neutral
"What people (initially) think are the reasons Mat Kilau is no 1: awesome cinematography , soundtrack , great cgi and fight choreography . Why its really no 1 in Malaysia: Malaysians crave movies depicting local figures as inspiring",0.152,0.609,0.239,0.7184,Positive
Interesting to read the comments of the audience version of the Mat Kilau movie,0,0.828,0.172,0.4019,Positive
"Honestly , I enjoyed watching Mat Kilau in theater with my family . But . . . yes , the sound , camera and script thing mmng . His sound effect is so loud and over the top that even my 3-year-old nephew doesn't even notice . He was angry until the movie was over , he didn't bother people",0.074,0.718,0.208,0.7188,Positive
